0.000000000000000000e+00,1.404000000000000000e+03,3.599000000000000000e+03,1.424000000000000000e+03,3.337000000000000000e+03,1.991000000000000000e+03,3.248000000000000000e+03,1.845000000000000000e+03,3.257000000000000000e+03,3.775000000000000000e+03,1.100000000000000000e+03,2.209000000000000000e+03,3.990000000000000000e+03,2.806000000000000000e+03,1.083000000000000000e+03,5.120000000000000000e+02,2.828000000000000000e+03,2.409000000000000000e+03,3.943000000000000000e+03,2.075000000000000000e+03,1.452000000000000000e+03,3.778000000000000000e+03,1.885000000000000000e+03,3.086000000000000000e+03,6.200000000000000000e+02,3.486000000000000000e+03,3.267000000000000000e+03,2.168000000000000000e+03,2.858000000000000000e+03,3.770000000000000000e+03,2.546000000000000000e+03,1.449000000000000000e+03,3.700000000000000000e+02,1.183000000000000000e+03,2.046000000000000000e+03,2.190000000000000000e+03,2.106000000000000000e+03,8.100000000000000000e+02,9.150000000000000000e+02,2.975000000000000000e+03,2.144000000000000000e+03,3.794000000000000000e+03,4.240000000000000000e+03,2.981000000000000000e+03,2.953000000000000000e+03,3.288000000000000000e+03,1.692000000000000000e+03,1.112000000000000000e+03,4.086000000000000000e+03,1.757000000000000000e+03,7.040000000000000000e+02
1.404000000000000000e+03,0.000000000000000000e+00,3.611000000000000000e+03,8.530000000000000000e+02,3.635000000000000000e+03,1.676000000000000000e+03,3.717000000000000000e+03,6.390000000000000000e+02,3.322000000000000000e+03,3.576000000000000000e+03,1.146000000000000000e+03,2.552000000000000000e+03,3.489000000000000000e+03,1.962000000000000000e+03,2.047000000000000000e+03,1.037000000000000000e+03,2.158000000000000000e+03,1.651000000000000000e+03,3.228000000000000000e+03,1.019000000000000000e+03,2.110000000000000000e+03,3.458000000000000000e+03,2.374000000000000000e+03,2.677000000000000000e+03,2.018000000000000000e+03,2.962000000000000000e+03,2.963000000000000000e+03,2.296000000000000000e+03,2.656000000000000000e+03,3.922000000000000000e+03,1.461000000000000000e+03,1.819000000000000000e+03,1.560000000000000000e+03,5.720000000000000000e+02,1.931000000000000000e+03,2.865000000000000000e+03,7.370000000000000000e+02,2.059000000000000000e+03,8.470000000000000000e+02,3.254000000000000000e+03,1.599000000000000000e+03,4.159000000000000000e+03,3.647000000000000000e+03,2.419000000000000000e+03,2.903000000000000000e+03,2.506000000000000000e+03,1.612000000000000000e+03,3.360000000000000000e+02,3.882000000000000000e+03,1.312000000000000000e+03,7.020000000000000000e+02
3.599000000000000000e+03,3.611000000000000000e+03,0.000000000000000000e+00,2.761000000000000000e+03,7.360000000000000000e+02,1.937000000000000000e+03,1.176000000000000000e+03,3.205000000000000000e+03,3.470000000000000000e+02,5.550000000000000000e+02,2.659000000000000000e+03,1.439000000000000000e+03,1.372000000000000000e+03,2.255000000000000000e+03,2.726000000000000000e+03,3.243000000000000000e+03,1.884000000000000000e+03,2.237000000000000000e+03,1.924000000000000000e+03,2.887000000000000000e+03,2.239000000000000000e+03,8.590000000000000000e+02,1.797000000000000000e+03,1.224000000000000000e+03,3.661000000000000000e+03,1.380000000000000000e+03,9.100000000000000000e+02,1.436000000000000000e+03,9.940000000000000000e+02,4.450000000000000000e+02,2.827000000000000000e+03,2.150000000000000000e+03,3.280000000000000000e+03,3.089000000000000000e+03,1.692000000000000000e+03,1.838000000000000000e+03,3.554000000000000000e+03,3.215000000000000000e+03,3.004000000000000000e+03,8.110000000000000000e+02,2.080000000000000000e+03,1.032000000000000000e+03,1.697000000000000000e+03,1.597000000000000000e+03,7.080000000000000000e+02,2.039000000000000000e+03,2.046000000000000000e+03,3.416000000000000000e+03,7.010000000000000000e+02,2.301000000000000000e+03,3.579000000000000000e+03
1.424000000000000000e+03,8.530000000000000000e+02,2.761000000000000000e+03,0.000000000000000000e+00,2.790000000000000000e+03,8.330000000000000000e+02,2.896000000000000000e+03,6.720000000000000000e+02,2.468000000000000000e+03,2.753000000000000000e+03,5.030000000000000000e+02,1.735000000000000000e+03,2.753000000000000000e+03,1.394000000000000000e+03,1.550000000000000000e+03,9.120000000000000000e+02,1.475000000000000000e+03,1.008000000000000000e+03,2.594000000000000000e+03,7.070000000000000000e+02,1.441000000000000000e+03,2.662000000000000000e+03,1.608000000000000000e+03,1.892000000000000000e+03,1.913000000000000000e+03,2.227000000000000000e+03,2.154000000000000000e+03,1.452000000000000000e+03,1.820000000000000000e+03,3.068000000000000000e+03,1.147000000000000000e+03,1.078000000000000000e+03,1.363000000000000000e+03,3.540000000000000000e+02,1.078000000000000000e+03,2.128000000000000000e+03,1.070000000000000000e+03,1.756000000000000000e+03,5.090000000000000000e+02,2.410000000000000000e+03,8.230000000000000000e+02,3.317000000000000000e+03,2.954000000000000000e+03,1.687000000000000000e+03,2.053000000000000000e+03,1.903000000000000000e+03,7.680000000000000000e+02,6.750000000000000000e+02,3.063000000000000000e+03,4.750000000000000000e+02,9.780000000000000000e+02
3.337000000000000000e+03,3.635000000000000000e+03,7.360000000000000000e+02,2.790000000000000000e+03,0.000000000000000000e+00,2.043000000000000000e+03,4.410000000000000000e+02,3.343000000000000000e+03,6.020000000000000000e+02,1.284000000000000000e+03,2.559000000000000000e+03,1.143000000000000000e+03,2.079000000000000000e+03,2.650000000000000000e+03,2.344000000000000000e+03,3.067000000000000000e+03,2.292000000000000000e+03,2.525000000000000000e+03,2.583000000000000000e+03,3.087000000000000000e+03,1.894000000000000000e+03,1.569000000000000000e+03,1.452000000000000000e+03,1.712000000000000000e+03,3.281000000000000000e+03,1.988000000000000000e+03,1.464000000000000000e+03,1.340000000000000000e+03,1.334000000000000000e+03,5.320000000000000000e+02,3.137000000000000000e+03,1.939000000000000000e+03,2.987000000000000000e+03,3.075000000000000000e+03,1.736000000000000000e+03,1.298000000000000000e+03,3.726000000000000000e+03,2.817000000000000000e+03,2.912000000000000000e+03,3.830000000000000000e+02,2.275000000000000000e+03,5.310000000000000000e+02,2.413000000000000000e+03,2.053000000000000000e+03,9.790000000000000000e+02,2.560000000000000000e+03,2.024000000000000000e+03,3.388000000000000000e+03,1.427000000000000000e+03,2.383000000000000000e+03,3.461000000000000000e+03
1.991000000000000000e+03,1.676000000000000000e+03,1.937000000000000000e+03,8.330000000000000000e+02,2.043000000000000000e+03,0.000000000000000000e+00,2.221000000000000000e+03,1.302000000000000000e+03,1.658000000000000000e+03,1.924000000000000000e+03,8.940000000000000000e+02,1.138000000000000000e+03,2.006000000000000000e+03,1.035000000000000000e+03,1.615000000000000000e+03,1.519000000000000000e+03,9.000000000000000000e+02,6.850000000000000000e+02,1.972000000000000000e+03,1.057000000000000000e+03,1.264000000000000000e+03,1.852000000000000000e+03,1.177000000000000000e+03,1.109000000000000000e+03,2.315000000000000000e+03,1.496000000000000000e+03,1.339000000000000000e+03,7.680000000000000000e+02,9.880000000000000000e+02,2.265000000000000000e+03,1.226000000000000000e+03,8.730000000000000000e+02,1.789000000000000000e+03,1.176000000000000000e+03,3.230000000000000000e+02,1.696000000000000000e+03,1.683000000000000000e+03,2.003000000000000000e+03,1.177000000000000000e+03,1.677000000000000000e+03,3.190000000000000000e+02,2.574000000000000000e+03,2.249000000000000000e+03,9.960000000000000000e+02,1.229000000000000000e+03,1.383000000000000000e+03,3.540000000000000000e+02,1.503000000000000000e+03,2.236000000000000000e+03,3.640000000000000000e+02,1.743000000000000000e+03
3.248000000000000000e+03,3.717000000000000000e+03,1.176000000000000000e+03,2.896000000000000000e+03,4.410000000000000000e+02,2.221000000000000000e+03,0.000000000000000000e+00,3.495000000000000000e+03,1.012000000000000000e+03,1.723000000000000000e+03,2.596000000000000000e+03,1.165000000000000000e+03,2.509000000000000000e+03,2.947000000000000000e+03,2.200000000000000000e+03,3.040000000000000000e+03,2.604000000000000000e+03,2.775000000000000000e+03,2.993000000000000000e+03,3.277000000000000000e+03,1.800000000000000000e+03,2.002000000000000000e+03,1.395000000000000000e+03,2.074000000000000000e+03,3.112000000000000000e+03,2.386000000000000000e+03,1.856000000000000000e+03,1.464000000000000000e+03,1.663000000000000000e+03,9.240000000000000000e+02,3.384000000000000000e+03,1.936000000000000000e+03,2.885000000000000000e+03,3.146000000000000000e+03,1.900000000000000000e+03,1.087000000000000000e+03,3.890000000000000000e+03,2.646000000000000000e+03,2.941000000000000000e+03,5.970000000000000000e+02,2.487000000000000000e+03,5.790000000000000000e+02,2.845000000000000000e+03,2.391000000000000000e+03,1.322000000000000000e+03,2.915000000000000000e+03,2.132000000000000000e+03,3.444000000000000000e+03,1.866000000000000000e+03,2.533000000000000000e+03,3.460000000000000000e+03
1.845000000000000000e+03,6.390000000000000000e+02,3.205000000000000000e+03,6.720000000000000000e+02,3.343000000000000000e+03,1.302000000000000000e+03,3.495000000000000000e+03,0.000000000000000000e+00,2.949000000000000000e+03,3.095000000000000000e+03,1.159000000000000000e+03,2.354000000000000000e+03,2.918000000000000000e+03,1.346000000000000000e+03,2.197000000000000000e+03,1.374000000000000000e+03,1.582000000000000000e+03,1.079000000000000000e+03,2.614000000000000000e+03,3.950000000000000000e+02,2.113000000000000000e+03,2.941000000000000000e+03,2.263000000000000000e+03,2.161000000000000000e+03,2.417000000000000000e+03,2.399000000000000000e+03,2.469000000000000000e+03,2.031000000000000000e+03,2.217000000000000000e+03,3.558000000000000000e+03,8.210000000000000000e+02,1.747000000000000000e+03,1.893000000000000000e+03,6.870000000000000000e+02,1.608000000000000000e+03,2.790000000000000000e+03,4.040000000000000000e+02,2.343000000000000000e+03,1.024000000000000000e+03,2.973000000000000000e+03,1.126000000000000000e+03,3.874000000000000000e+03,3.051000000000000000e+03,1.864000000000000000e+03,2.508000000000000000e+03,1.890000000000000000e+03,1.373000000000000000e+03,7.670000000000000000e+02,3.390000000000000000e+03,9.630000000000000000e+02,1.208000000000000000e+03
3.257000000000000000e+03,3.322000000000000000e+03,3.470000000000000000e+02,2.468000000000000000e+03,6.020000000000000000e+02,1.658000000000000000e+03,1.012000000000000000e+03,2.949000000000000000e+03,0.000000000000000000e+00,7.650000000000000000e+02,2.336000000000000000e+03,1.092000000000000000e+03,1.504000000000000000e+03,2.107000000000000000e+03,2.379000000000000000e+03,2.910000000000000000e+03,1.741000000000000000e+03,2.034000000000000000e+03,1.984000000000000000e+03,2.652000000000000000e+03,1.892000000000000000e+03,1.006000000000000000e+03,1.451000000000000000e+03,1.126000000000000000e+03,3.314000000000000000e+03,1.386000000000000000e+03,8.630000000000000000e+02,1.102000000000000000e+03,7.920000000000000000e+02,6.090000000000000000e+02,2.639000000000000000e+03,1.808000000000000000e+03,2.935000000000000000e+03,2.787000000000000000e+03,1.391000000000000000e+03,1.516000000000000000e+03,3.311000000000000000e+03,2.868000000000000000e+03,2.685000000000000000e+03,5.220000000000000000e+02,1.835000000000000000e+03,1.051000000000000000e+03,1.843000000000000000e+03,1.480000000000000000e+03,4.490000000000000000e+02,1.972000000000000000e+03,1.734000000000000000e+03,3.112000000000000000e+03,9.920000000000000000e+02,2.020000000000000000e+03,3.257000000000000000e+03
3.775000000000000000e+03,3.576000000000000000e+03,5.550000000000000000e+02,2.753000000000000000e+03,1.284000000000000000e+03,1.924000000000000000e+03,1.723000000000000000e+03,3.095000000000000000e+03,7.650000000000000000e+02,0.000000000000000000e+00,2.752000000000000000e+03,1.755000000000000000e+03,8.260000000000000000e+02,1.973000000000000000e+03,3.012000000000000000e+03,3.367000000000000000e+03,1.614000000000000000e+03,2.049000000000000000e+03,1.410000000000000000e+03,2.740000000000000000e+03,2.522000000000000000e+03,3.230000000000000000e+02,2.108000000000000000e+03,9.510000000000000000e+02,3.921000000000000000e+03,9.430000000000000000e+02,6.270000000000000000e+02,1.632000000000000000e+03,9.410000000000000000e+02,9.570000000000000000e+02,2.592000000000000000e+03,2.350000000000000000e+03,3.488000000000000000e+03,3.100000000000000000e+03,1.754000000000000000e+03,2.258000000000000000e+03,3.405000000000000000e+03,3.498000000000000000e+03,3.077000000000000000e+03,1.287000000000000000e+03,1.983000000000000000e+03,1.571000000000000000e+03,1.145000000000000000e+03,1.307000000000000000e+03,8.420000000000000000e+02,1.651000000000000000e+03,2.122000000000000000e+03,3.426000000000000000e+03,3.140000000000000000e+02,2.277000000000000000e+03,3.652000000000000000e+03
