0.000000000000000000e+00,3.196000000000000000e+03,2.416000000000000000e+03,2.239000000000000000e+03,1.645000000000000000e+03,2.863000000000000000e+03,1.340000000000000000e+03,2.183000000000000000e+03,1.818000000000000000e+03,4.470000000000000000e+02,2.462000000000000000e+03,1.457000000000000000e+03,9.740000000000000000e+02,1.387000000000000000e+03,1.266000000000000000e+03,7.470000000000000000e+02
3.196000000000000000e+03,0.000000000000000000e+00,8.070000000000000000e+02,1.266000000000000000e+03,2.920000000000000000e+03,1.161000000000000000e+03,1.862000000000000000e+03,2.822000000000000000e+03,1.820000000000000000e+03,2.816000000000000000e+03,2.488000000000000000e+03,3.825000000000000000e+03,2.708000000000000000e+03,1.880000000000000000e+03,2.248000000000000000e+03,2.540000000000000000e+03
2.416000000000000000e+03,8.070000000000000000e+02,0.000000000000000000e+00,9.070000000000000000e+02,2.167000000000000000e+03,8.940000000000000000e+02,1.076000000000000000e+03,2.153000000000000000e+03,1.066000000000000000e+03,2.060000000000000000e+03,1.902000000000000000e+03,3.031000000000000000e+03,1.903000000000000000e+03,1.181000000000000000e+03,1.446000000000000000e+03,1.739000000000000000e+03
2.239000000000000000e+03,1.266000000000000000e+03,9.070000000000000000e+02,0.000000000000000000e+00,2.615000000000000000e+03,1.802000000000000000e+03,1.116000000000000000e+03,2.772000000000000000e+03,1.644000000000000000e+03,1.804000000000000000e+03,2.634000000000000000e+03,3.256000000000000000e+03,2.112000000000000000e+03,8.600000000000000000e+02,1.749000000000000000e+03,1.768000000000000000e+03
1.645000000000000000e+03,2.920000000000000000e+03,2.167000000000000000e+03,2.615000000000000000e+03,0.000000000000000000e+00,2.036000000000000000e+03,1.540000000000000000e+03,5.680000000000000000e+02,1.104000000000000000e+03,1.742000000000000000e+03,9.750000000000000000e+02,1.050000000000000000e+03,7.320000000000000000e+02,1.945000000000000000e+03,8.810000000000000000e+02,1.177000000000000000e+03
2.863000000000000000e+03,1.161000000000000000e+03,8.940000000000000000e+02,1.802000000000000000e+03,2.036000000000000000e+03,0.000000000000000000e+00,1.629000000000000000e+03,1.788000000000000000e+03,1.086000000000000000e+03,2.604000000000000000e+03,1.387000000000000000e+03,3.053000000000000000e+03,2.088000000000000000e+03,1.905000000000000000e+03,1.647000000000000000e+03,2.119000000000000000e+03
1.340000000000000000e+03,1.862000000000000000e+03,1.076000000000000000e+03,1.116000000000000000e+03,1.540000000000000000e+03,1.629000000000000000e+03,0.000000000000000000e+00,1.805000000000000000e+03,8.140000000000000000e+02,1.000000000000000000e+03,1.808000000000000000e+03,2.146000000000000000e+03,9.960000000000000000e+02,4.330000000000000000e+02,6.590000000000000000e+02,6.960000000000000000e+02
2.183000000000000000e+03,2.822000000000000000e+03,2.153000000000000000e+03,2.772000000000000000e+03,5.680000000000000000e+02,1.788000000000000000e+03,1.805000000000000000e+03,0.000000000000000000e+00,1.133000000000000000e+03,2.224000000000000000e+03,4.800000000000000000e+02,1.533000000000000000e+03,1.226000000000000000e+03,2.236000000000000000e+03,1.192000000000000000e+03,1.625000000000000000e+03
1.818000000000000000e+03,1.820000000000000000e+03,1.066000000000000000e+03,1.644000000000000000e+03,1.104000000000000000e+03,1.086000000000000000e+03,8.140000000000000000e+02,1.133000000000000000e+03,0.000000000000000000e+00,1.628000000000000000e+03,1.021000000000000000e+03,2.030000000000000000e+03,1.003000000000000000e+03,1.230000000000000000e+03,5.660000000000000000e+02,1.074000000000000000e+03
4.470000000000000000e+02,2.816000000000000000e+03,2.060000000000000000e+03,1.804000000000000000e+03,1.742000000000000000e+03,2.604000000000000000e+03,1.000000000000000000e+03,2.224000000000000000e+03,1.628000000000000000e+03,0.000000000000000000e+00,2.423000000000000000e+03,1.797000000000000000e+03,1.011000000000000000e+03,9.640000000000000000e+02,1.135000000000000000e+03,6.100000000000000000e+02
