0.000000000000000000e+00,1.020000000000000000e+03,5.800000000000000000e+02,8.610000000000000000e+02,1.969000000000000000e+03,6.670000000000000000e+02,1.730000000000000000e+03,1.658000000000000000e+03,7.600000000000000000e+02,3.020000000000000000e+02,7.090000000000000000e+02,1.637000000000000000e+03,2.065000000000000000e+03,1.467000000000000000e+03,1.387000000000000000e+03,1.829000000000000000e+03,1.893000000000000000e+03,1.499000000000000000e+03,1.009000000000000000e+03,1.344000000000000000e+03,9.570000000000000000e+02,8.750000000000000000e+02,1.433000000000000000e+03,1.854000000000000000e+03,1.686000000000000000e+03,4.400000000000000000e+02,1.349000000000000000e+03,1.123000000000000000e+03,1.346000000000000000e+03,7.610000000000000000e+02,7.780000000000000000e+02
1.020000000000000000e+03,0.000000000000000000e+00,6.450000000000000000e+02,4.450000000000000000e+02,1.041000000000000000e+03,1.574000000000000000e+03,1.833000000000000000e+03,9.220000000000000000e+02,4.990000000000000000e+02,8.500000000000000000e+02,3.620000000000000000e+02,7.010000000000000000e+02,1.321000000000000000e+03,1.573000000000000000e+03,3.670000000000000000e+02,1.449000000000000000e+03,1.325000000000000000e+03,6.540000000000000000e+02,1.302000000000000000e+03,1.341000000000000000e+03,1.479000000000000000e+03,7.770000000000000000e+02,1.690000000000000000e+03,1.681000000000000000e+03,1.427000000000000000e+03,1.227000000000000000e+03,6.700000000000000000e+02,8.700000000000000000e+02,9.900000000000000000e+02,1.103000000000000000e+03,1.290000000000000000e+03
5.800000000000000000e+02,6.450000000000000000e+02,0.000000000000000000e+00,7.750000000000000000e+02,1.431000000000000000e+03,9.650000000000000000e+02,1.367000000000000000e+03,1.083000000000000000e+03,2.010000000000000000e+02,2.930000000000000000e+02,2.880000000000000000e+02,1.115000000000000000e+03,1.487000000000000000e+03,1.092000000000000000e+03,9.800000000000000000e+02,1.283000000000000000e+03,1.318000000000000000e+03,9.510000000000000000e+02,7.170000000000000000e+02,9.040000000000000000e+02,8.460000000000000000e+02,3.290000000000000000e+02,1.146000000000000000e+03,1.371000000000000000e+03,1.167000000000000000e+03,6.090000000000000000e+02,7.760000000000000000e+02,5.680000000000000000e+02,7.860000000000000000e+02,4.810000000000000000e+02,6.510000000000000000e+02
8.610000000000000000e+02,4.450000000000000000e+02,7.750000000000000000e+02,0.000000000000000000e+00,1.463000000000000000e+03,1.511000000000000000e+03,2.119000000000000000e+03,1.366000000000000000e+03,7.380000000000000000e+02,8.310000000000000000e+02,5.330000000000000000e+02,1.129000000000000000e+03,1.766000000000000000e+03,1.847000000000000000e+03,7.090000000000000000e+02,1.851000000000000000e+03,1.757000000000000000e+03,1.099000000000000000e+03,1.491000000000000000e+03,1.636000000000000000e+03,1.595000000000000000e+03,1.036000000000000000e+03,1.919000000000000000e+03,2.041000000000000000e+03,1.800000000000000000e+03,1.206000000000000000e+03,1.100000000000000000e+03,1.202000000000000000e+03,1.365000000000000000e+03,1.250000000000000000e+03,1.394000000000000000e+03
1.969000000000000000e+03,1.041000000000000000e+03,1.431000000000000000e+03,1.463000000000000000e+03,0.000000000000000000e+00,2.370000000000000000e+03,1.908000000000000000e+03,4.970000000000000000e+02,1.231000000000000000e+03,1.718000000000000000e+03,1.265000000000000000e+03,3.420000000000000000e+02,5.340000000000000000e+02,1.742000000000000000e+03,7.760000000000000000e+02,1.146000000000000000e+03,8.290000000000000000e+02,4.810000000000000000e+02,1.749000000000000000e+03,1.515000000000000000e+03,2.026000000000000000e+03,1.292000000000000000e+03,1.954000000000000000e+03,1.521000000000000000e+03,1.283000000000000000e+03,2.020000000000000000e+03,7.000000000000000000e+02,1.148000000000000000e+03,1.040000000000000000e+03,1.689000000000000000e+03,1.899000000000000000e+03
6.670000000000000000e+02,1.574000000000000000e+03,9.650000000000000000e+02,1.511000000000000000e+03,2.370000000000000000e+03,0.000000000000000000e+00,1.486000000000000000e+03,1.962000000000000000e+03,1.162000000000000000e+03,7.250000000000000000e+02,1.217000000000000000e+03,2.070000000000000000e+03,2.325000000000000000e+03,1.281000000000000000e+03,1.931000000000000000e+03,1.887000000000000000e+03,2.060000000000000000e+03,1.891000000000000000e+03,8.550000000000000000e+02,1.272000000000000000e+03,6.200000000000000000e+02,1.093000000000000000e+03,1.144000000000000000e+03,1.774000000000000000e+03,1.694000000000000000e+03,3.560000000000000000e+02,1.680000000000000000e+03,1.299000000000000000e+03,1.501000000000000000e+03,7.390000000000000000e+02,5.760000000000000000e+02
1.730000000000000000e+03,1.833000000000000000e+03,1.367000000000000000e+03,2.119000000000000000e+03,1.908000000000000000e+03,1.486000000000000000e+03,0.000000000000000000e+00,1.417000000000000000e+03,1.384000000000000000e+03,1.478000000000000000e+03,1.587000000000000000e+03,1.792000000000000000e+03,1.536000000000000000e+03,2.750000000000000000e+02,2.010000000000000000e+03,8.300000000000000000e+02,1.160000000000000000e+03,1.586000000000000000e+03,7.210000000000000000e+02,4.920000000000000000e+02,8.690000000000000000e+02,1.083000000000000000e+03,3.430000000000000000e+02,4.820000000000000000e+02,6.390000000000000000e+02,1.360000000000000000e+03,1.352000000000000000e+03,9.690000000000000000e+02,9.250000000000000000e+02,9.720000000000000000e+02,9.800000000000000000e+02
1.658000000000000000e+03,9.220000000000000000e+02,1.083000000000000000e+03,1.366000000000000000e+03,4.970000000000000000e+02,1.962000000000000000e+03,1.417000000000000000e+03,0.000000000000000000e+00,8.990000000000000000e+02,1.376000000000000000e+03,1.003000000000000000e+03,4.270000000000000000e+02,4.160000000000000000e+02,1.246000000000000000e+03,8.330000000000000000e+02,7.030000000000000000e+02,4.490000000000000000e+02,2.920000000000000000e+02,1.275000000000000000e+03,1.019000000000000000e+03,1.560000000000000000e+03,8.700000000000000000e+02,1.458000000000000000e+03,1.057000000000000000e+03,8.060000000000000000e+02,1.625000000000000000e+03,3.100000000000000000e+02,6.830000000000000000e+02,5.480000000000000000e+02,1.247000000000000000e+03,1.451000000000000000e+03
7.600000000000000000e+02,4.990000000000000000e+02,2.010000000000000000e+02,7.380000000000000000e+02,1.231000000000000000e+03,1.162000000000000000e+03,1.384000000000000000e+03,8.990000000000000000e+02,0.000000000000000000e+00,4.890000000000000000e+02,2.050000000000000000e+02,9.140000000000000000e+02,1.309000000000000000e+03,1.114000000000000000e+03,8.050000000000000000e+02,1.177000000000000000e+03,1.170000000000000000e+03,7.520000000000000000e+02,8.040000000000000000e+02,8.980000000000000000e+02,9.830000000000000000e+02,3.000000000000000000e+02,1.206000000000000000e+03,1.318000000000000000e+03,1.090000000000000000e+03,8.060000000000000000e+02,5.890000000000000000e+02,4.800000000000000000e+02,6.740000000000000000e+02,6.060000000000000000e+02,8.000000000000000000e+02
3.020000000000000000e+02,8.500000000000000000e+02,2.930000000000000000e+02,8.310000000000000000e+02,1.718000000000000000e+03,7.250000000000000000e+02,1.478000000000000000e+03,1.376000000000000000e+03,4.890000000000000000e+02,0.000000000000000000e+00,4.970000000000000000e+02,1.396000000000000000e+03,1.778000000000000000e+03,1.208000000000000000e+03,1.210000000000000000e+03,1.528000000000000000e+03,1.594000000000000000e+03,1.240000000000000000e+03,7.680000000000000000e+02,1.063000000000000000e+03,7.900000000000000000e+02,5.730000000000000000e+02,1.206000000000000000e+03,1.565000000000000000e+03,1.389000000000000000e+03,3.860000000000000000e+02,1.070000000000000000e+03,8.220000000000000000e+02,1.045000000000000000e+03,5.090000000000000000e+02,5.910000000000000000e+02
