0.000000000000000000e+00,1.820000000000000000e+03,1.575000000000000000e+03,1.056000000000000000e+03,1.354000000000000000e+03,2.027000000000000000e+03,8.050000000000000000e+02,1.037000000000000000e+03,1.570000000000000000e+03,1.420000000000000000e+03,1.311000000000000000e+03,1.725000000000000000e+03,1.962000000000000000e+03,1.718000000000000000e+03,2.172000000000000000e+03,5.630000000000000000e+02
1.820000000000000000e+03,0.000000000000000000e+00,8.180000000000000000e+02,1.144000000000000000e+03,7.180000000000000000e+02,1.198000000000000000e+03,1.510000000000000000e+03,8.680000000000000000e+02,5.970000000000000000e+02,1.826000000000000000e+03,7.490000000000000000e+02,1.845000000000000000e+03,6.340000000000000000e+02,1.324000000000000000e+03,5.570000000000000000e+02,1.702000000000000000e+03
1.575000000000000000e+03,8.180000000000000000e+02,0.000000000000000000e+00,5.580000000000000000e+02,2.780000000000000000e+02,5.340000000000000000e+02,9.470000000000000000e+02,5.900000000000000000e+02,2.250000000000000000e+02,1.051000000000000000e+03,1.179000000000000000e+03,1.030000000000000000e+03,4.560000000000000000e+02,5.120000000000000000e+02,7.520000000000000000e+02,1.220000000000000000e+03
1.056000000000000000e+03,1.144000000000000000e+03,5.580000000000000000e+02,0.000000000000000000e+00,4.430000000000000000e+02,9.710000000000000000e+02,3.970000000000000000e+02,3.650000000000000000e+02,6.450000000000000000e+02,7.580000000000000000e+02,1.139000000000000000e+03,9.170000000000000000e+02,1.001000000000000000e+03,6.880000000000000000e+02,1.273000000000000000e+03,6.620000000000000000e+02
1.354000000000000000e+03,7.180000000000000000e+02,2.780000000000000000e+02,4.430000000000000000e+02,0.000000000000000000e+00,8.110000000000000000e+02,8.340000000000000000e+02,3.290000000000000000e+02,2.200000000000000000e+02,1.114000000000000000e+03,9.240000000000000000e+02,1.171000000000000000e+03,6.090000000000000000e+02,7.270000000000000000e+02,8.490000000000000000e+02,1.073000000000000000e+03
2.027000000000000000e+03,1.198000000000000000e+03,5.340000000000000000e+02,9.710000000000000000e+02,8.110000000000000000e+02,0.000000000000000000e+00,1.294000000000000000e+03,1.111000000000000000e+03,7.050000000000000000e+02,1.104000000000000000e+03,1.696000000000000000e+03,9.200000000000000000e+02,5.920000000000000000e+02,4.050000000000000000e+02,8.600000000000000000e+02,1.587000000000000000e+03
8.050000000000000000e+02,1.510000000000000000e+03,9.470000000000000000e+02,3.970000000000000000e+02,8.340000000000000000e+02,1.294000000000000000e+03,0.000000000000000000e+00,6.570000000000000000e+02,1.041000000000000000e+03,6.560000000000000000e+02,1.356000000000000000e+03,9.330000000000000000e+02,1.396000000000000000e+03,9.410000000000000000e+02,1.670000000000000000e+03,2.930000000000000000e+02
1.037000000000000000e+03,8.680000000000000000e+02,5.900000000000000000e+02,3.650000000000000000e+02,3.290000000000000000e+02,1.111000000000000000e+03,6.570000000000000000e+02,0.000000000000000000e+00,5.360000000000000000e+02,1.124000000000000000e+03,7.750000000000000000e+02,1.268000000000000000e+03,9.280000000000000000e+02,9.400000000000000000e+02,1.138000000000000000e+03,8.350000000000000000e+02
1.570000000000000000e+03,5.970000000000000000e+02,2.250000000000000000e+02,6.450000000000000000e+02,2.200000000000000000e+02,7.050000000000000000e+02,1.041000000000000000e+03,5.360000000000000000e+02,0.000000000000000000e+00,1.244000000000000000e+03,9.920000000000000000e+02,1.248000000000000000e+03,3.920000000000000000e+02,7.370000000000000000e+02,6.320000000000000000e+02,1.289000000000000000e+03
1.420000000000000000e+03,1.826000000000000000e+03,1.051000000000000000e+03,7.580000000000000000e+02,1.114000000000000000e+03,1.104000000000000000e+03,6.560000000000000000e+02,1.124000000000000000e+03,1.244000000000000000e+03,0.000000000000000000e+00,1.896000000000000000e+03,3.300000000000000000e+02,1.475000000000000000e+03,7.020000000000000000e+02,1.784000000000000000e+03,8.580000000000000000e+02
