0.000000000000000000e+00,1.615000000000000000e+03,1.868000000000000000e+03,2.325000000000000000e+03,1.051000000000000000e+03,1.040000000000000000e+03,1.858000000000000000e+03,1.292000000000000000e+03,2.976000000000000000e+03,2.724000000000000000e+03,9.570000000000000000e+02,1.775000000000000000e+03,2.426000000000000000e+03,5.240000000000000000e+02,3.017000000000000000e+03,1.554000000000000000e+03
1.615000000000000000e+03,0.000000000000000000e+00,2.408000000000000000e+03,2.031000000000000000e+03,1.067000000000000000e+03,1.093000000000000000e+03,1.288000000000000000e+03,2.103000000000000000e+03,1.531000000000000000e+03,2.411000000000000000e+03,6.730000000000000000e+02,1.881000000000000000e+03,1.453000000000000000e+03,1.261000000000000000e+03,1.747000000000000000e+03,7.600000000000000000e+02
1.868000000000000000e+03,2.408000000000000000e+03,0.000000000000000000e+00,1.117000000000000000e+03,1.374000000000000000e+03,2.651000000000000000e+03,1.406000000000000000e+03,5.910000000000000000e+02,2.882000000000000000e+03,1.322000000000000000e+03,2.153000000000000000e+03,6.370000000000000000e+02,1.938000000000000000e+03,2.225000000000000000e+03,2.631000000000000000e+03,2.888000000000000000e+03
2.325000000000000000e+03,2.031000000000000000e+03,1.117000000000000000e+03,0.000000000000000000e+00,1.365000000000000000e+03,2.720000000000000000e+03,7.430000000000000000e+02,1.431000000000000000e+03,1.929000000000000000e+03,4.150000000000000000e+02,2.113000000000000000e+03,6.250000000000000000e+02,9.670000000000000000e+02,2.462000000000000000e+03,1.595000000000000000e+03,2.716000000000000000e+03
1.051000000000000000e+03,1.067000000000000000e+03,1.374000000000000000e+03,1.365000000000000000e+03,0.000000000000000000e+00,1.382000000000000000e+03,8.080000000000000000e+02,1.038000000000000000e+03,2.042000000000000000e+03,1.780000000000000000e+03,8.090000000000000000e+02,9.580000000000000000e+02,1.383000000000000000e+03,1.098000000000000000e+03,2.008000000000000000e+03,1.521000000000000000e+03
1.040000000000000000e+03,1.093000000000000000e+03,2.651000000000000000e+03,2.720000000000000000e+03,1.382000000000000000e+03,0.000000000000000000e+00,2.046000000000000000e+03,2.149000000000000000e+03,2.624000000000000000e+03,3.134000000000000000e+03,6.140000000000000000e+02,2.335000000000000000e+03,2.424000000000000000e+03,5.170000000000000000e+02,2.824000000000000000e+03,6.050000000000000000e+02
1.858000000000000000e+03,1.288000000000000000e+03,1.406000000000000000e+03,7.430000000000000000e+02,8.080000000000000000e+02,2.046000000000000000e+03,0.000000000000000000e+00,1.408000000000000000e+03,1.495000000000000000e+03,1.130000000000000000e+03,1.432000000000000000e+03,7.720000000000000000e+02,6.300000000000000000e+02,1.868000000000000000e+03,1.323000000000000000e+03,1.984000000000000000e+03
1.292000000000000000e+03,2.103000000000000000e+03,5.910000000000000000e+02,1.431000000000000000e+03,1.038000000000000000e+03,2.149000000000000000e+03,1.408000000000000000e+03,0.000000000000000000e+00,2.889000000000000000e+03,1.742000000000000000e+03,1.718000000000000000e+03,8.100000000000000000e+02,2.025000000000000000e+03,1.689000000000000000e+03,2.727000000000000000e+03,2.464000000000000000e+03
2.976000000000000000e+03,1.531000000000000000e+03,2.882000000000000000e+03,1.929000000000000000e+03,2.042000000000000000e+03,2.624000000000000000e+03,1.495000000000000000e+03,2.889000000000000000e+03,0.000000000000000000e+00,2.099000000000000000e+03,2.147000000000000000e+03,2.246000000000000000e+03,9.670000000000000000e+02,2.739000000000000000e+03,4.660000000000000000e+02,2.204000000000000000e+03
2.724000000000000000e+03,2.411000000000000000e+03,1.322000000000000000e+03,4.150000000000000000e+02,1.780000000000000000e+03,3.134000000000000000e+03,1.130000000000000000e+03,1.742000000000000000e+03,2.099000000000000000e+03,0.000000000000000000e+00,2.525000000000000000e+03,9.760000000000000000e+02,1.190000000000000000e+03,2.876000000000000000e+03,1.703000000000000000e+03,3.113000000000000000e+03
